Index	NumberPSM	Gene	MaxPepProb	ReferenceIntensity	sample-01	sample-02	sample-03	sample-04	sample-05	sample-06	sample-07	sample-08	sample-09	sample-10	RefInt_/project/hanigan/Data/Proteomics/09242025_B/Replicate_2/fragpipe_output
O75347	1	TBCA	0.9945	21.95149665429204	21.7813955429031	NA	22.214739398918056	NA	21.004237723421124	22.581026772940273	NA	21.422991749362488	21.827865506224	20.963967822034252	21.95149665429204
O75369	6	FLNB	0.997	23.616749500857367	24.24002545448847	NA	22.839005470575405	24.20866454459424	22.59899662861955	24.11016405529781	NA	22.313522646339635	21.682318073168517	22.09720317369763	23.616749500857367
O75380	1	NDUFS6	0.9876	21.605239697194467	21.556941250797212	21.056366304868092	21.091843158152777	21.182073783557623	21.99205480039706	21.050246875565385	22.513805767352245	22.097816862314044	23.649677824505144	22.812335802736644	21.605239697194467
O75390	3	CS	0.9999	24.09876409401008	23.676377867477512	23.579186655226444	23.809465575603248	23.286204470085003	24.216336314683524	23.152698779609533	23.742970022329303	25.124473486206753	26.364177219646457	24.316823157119938	24.09876409401008
O75533	1	SF3B1	0.9976	20.650894410033338	20.471244315649464	NA	18.823015093311888	NA	NA	21.14571287009455	NA	18.628971831955607	NA	17.688815989423286	20.650894410033338
O75534	1	CSDE1	0.9951	17.79425648571739	18.098674967447003	NA	17.497138968945293	NA	18.153052659407656	17.53891081537635	NA	17.43789488785106	17.76737324199065	16.885529450961663	17.79425648571739
O75821	1	EIF3G	0.9925	20.277252489862953	20.483424517222183	NA	20.143475789592177	NA	19.587895644144258	20.534198185010553	NA	19.759709675254758	18.943181073863304	19.654719018855644	20.277252489862953
O75955	1	FLOT1	0.9899	20.238950331656667	19.53411861667962	NA	20.51443949989191	NA	21.367379596167073	19.49332972519266	20.016688951250607	20.422522304333317	20.49923466176024	21.866685287618434	20.238950331656667
O76031	1	CLPX	0.9999	16.798443322579367	16.497859293659456	NA	16.16849156366549	16.39889816912175	16.360200540817978	17.169946243517305	NA	17.126466536822942	17.07672692011714	17.500339059989972	16.798443322579367
O94906	1	PRPF6	0.9863	14.90401957035624	13.35440091453381	NA	NA	15.936424564858255	15.193152511136462	15.744279304181108	NA	14.655050850655506	NA	NA	14.90401957035624
O94973	1	AP2A2	0.9883	17.112333995870546	17.17982910593498	NA	17.072681202773495	NA	16.73793454734556	17.330061627125023	NA	16.57928437219488	16.82523406039228	17.069673465635468	17.112333995870546
O95139	1	NDUFB6	0.9764	20.034485657160975	19.565115418774077	NA	19.680285505464045	NA	20.425339167949403	19.612840458515013	NA	20.145465102303756	20.70430669783834	20.621691135997388	20.034485657160975
O95777	1	LSM8	0.9688	15.716884929739749	15.976313602699369	NA	16.52473332044308	16.526157981022642	16.391730272123063	15.949704949063165	15.720625785190908	15.244945004970576	15.432137065458317	16.66191262180951	15.716884929739749
O95810	1	CAVIN2	0.9879	18.85697484237191	18.85556245116654	19.070704078811985	19.312781959265354	NA	20.02341503559556	19.352659251279714	19.048212542210987	18.543641382888218	18.666565906462274	19.70689531761331	18.85697484237191
O95831	2	AIFM1	0.9999	22.864634098027704	23.268828793293583	NA	22.482449412008325	22.459557114912442	23.774537865457784	22.25880164293414	22.584909448493	23.15230900473285	22.745104954653144	23.49232760121631	22.864634098027704
P00338	1	LDHA	0.9841	21.396533708238668	21.72856263864112	NA	22.183266281920858	NA	20.767198911209363	21.68862365258162	NA	20.711732123235922	19.27173707850815	20.658040509704854	21.396533708238668
P00403	2	MT-CO2	0.9984	23.98835632233808	23.070451033751958	NA	22.995844603681515	22.28671707206726	24.79849338919862	22.544018252346273	23.26580350363784	23.848224244180457	23.707174644168628	25.825266013917297	23.98835632233808
P00558	4	PGK1	0.9987	21.865309651032916	20.289142020337884	22.122169234236797	21.71821451020788	20.539022372631987	21.925252875592506	20.529321485343495	21.893054958313584	22.936571383852048	24.687884257882526	22.24752686174959	21.865309651032916
P02545	10	LMNA	1.0	25.382251117494164	26.01560623100619	NA	25.03100338272966	26.234648268277972	24.16181042759716	25.371417613902587	25.87794355012902	22.704832121072673	22.13232940779877	23.628534070369927	25.382251117494164
P02751	1	FN1	0.9853	20.40149595087297	20.456166792423076	NA	20.11465815153599	NA	19.26141220408416	20.761965387618847	NA	20.026737298424887	19.746531796516688	19.999485831913155	20.40149595087297
P02768	1	ALB	0.9645	19.45883399587593	19.299016474534366	NA	20.186727025741295	NA	19.330235419251277	19.354595367111944	NA	20.55851716714692	17.78892676825467	19.05276704614459	19.45883399587593
P02786	1	TFRC	0.9843	20.561936994382613	20.919904763457147	NA	21.03037397692108	NA	19.720396572215023	20.629077671342593	NA	19.710926278280073	19.51506189495329	19.431238821278047	20.561936994382613
P04083	2	ANXA1	0.9997	23.36771588031719	23.42480157074596	NA	23.070102477861052	NA	22.994887110413764	23.621128534687262	NA	22.808651557003465	22.32706450467061	22.6429926166876	23.36771588031719
P04259	1	KRT6B	0.9762	18.953174535103493	18.069441340137132	18.29587922588933	18.784080846114687	20.417240637675775	22.162010605419542	18.542788052559104	20.70640563783921	19.227081654428726	18.993356558859666	18.17199180593054	18.953174535103493
P04264	10	KRT1	1.0	25.914472334364056	25.021597589195594	28.259947838404866	27.82391398850106	29.193557246451892	27.105255591873465	24.80144092399056	29.242605539613372	26.244565438862494	25.607457046076348	25.540892033597082	25.914472334364056
P04406	5	GAPDH	1.0	25.02052784885511	25.407773376811004	24.799060200470603	25.09379949375601	25.345128299708964	24.7271566865835	25.04125210105127	24.895701679344896	24.783136843785886	23.811261857015644	23.97761653101405	25.02052784885511
P04439	1	HLA-A	0.9994	21.94025426514975	22.22406672853043	NA	21.538230259334405	NA	21.868394928362978	22.13300715154893	NA	20.919732732242267	21.318174747951677	21.51444750002041	21.94025426514975
P04843	2	RPN1	0.9999	22.03852901647824	22.33159205310756	22.202738394024163	22.1845503406597	22.124223801950308	22.133004382457194	22.09023209063692	20.606692639922148	22.142504900321523	21.872089877749268	22.38722606553649	22.03852901647824
P05141	1	SLC25A5	0.954	24.140274854431787	23.718052870459122	NA	24.831646544980817	NA	24.181582669734542	24.18698252498723	NA	24.295998731194068	23.750467115470645	24.06911353380652	24.140274854431787
P05204	3	HMGN2	1.0	25.06281545360733	24.424548204042942	NA	25.088922101039945	NA	22.88949535622984	23.228669389551584	NA	23.759785945268177	23.386679777212784	24.293492523915152	25.06281545360733
P05387	2	RPLP2	0.9967	22.84169661362305	21.6419212720945	NA	22.326548348647894	22.076751709940986	24.94037110345651	22.84506849924679	22.04507386921545	22.190876800215175	21.28112092915741	24.468152535161405	22.84169661362305
P05496	1	ATP5MC1	0.9848	24.649384087530876	23.70732279238925	NA	23.12433613784648	23.29735955335767	25.68994478011688	23.154530043894013	23.700524304898565	25.736629156706936	26.173593385269683	26.233631383305823	24.649384087530876
P05783	3	KRT18	0.9998	23.074597736102316	23.350453355755633	NA	23.256890165110146	22.566456907460466	23.171458286493444	23.409642803962495	22.89301082933596	23.559944829714468	23.317664626507824	23.362730898263724	23.074597736102316
P05787	2	KRT8	0.9989	24.075136290274298	24.5612950232792	23.839760605883694	24.111935898397636	23.734359369714586	23.631720677776684	24.20954564771874	22.384664643127728	24.200544204362977	22.837150588834547	23.775369027568008	24.075136290274298
P05997	1	COL5A2	0.9987	17.863722201537783	16.707917105433104	NA	NA	NA	17.517603571963573	17.501861564278645	NA	18.50189118376529	18.229389082154274	18.26743068131358	17.863722201537783
P06454	1	PTMA	0.9801	25.31569617453006	24.69386564291894	NA	NA	NA	24.94438911838872	25.531507405161516	NA	24.023390779559712	NA	NA	25.31569617453006
P06576	7	ATP5F1B	0.9997	22.814968137719184	22.42808844210996	22.289035825664158	22.586646300862377	22.42072035881724	22.15749047631874	21.79704863053668	22.882223494686727	23.754141520376482	23.56913067348925	22.876204358347135	22.814968137719184
P06703	1	S100A6	0.9816	19.24625774857495	19.294325334657568	NA	19.93388924771817	19.349717035941406	19.623392838945268	19.574615425076775	NA	19.153748169584524	18.851514069128847	18.9910640697581	19.24625774857495
P06733	6	ENO1	0.9941	22.6420544542143	22.913322614963942	23.270269562629572	22.658786150647934	22.443460046779734	22.483312357071796	22.909849584264308	22.602943677969474	22.296886419996582	22.01121169851152	22.780126755963153	22.6420544542143
P06748	12	NPM1	0.9996	26.61849569898116	27.16697631369898	27.003494636080834	26.202300847708525	26.128420395825206	24.241086800773367	26.852340551809995	26.5567928774093	22.952105392770896	25.66340275570751	24.666778487433046	26.61849569898116
P06753	1	TPM3	0.958	19.987898090382394	20.91568254756613	20.94825517231717	20.51033325931308	21.052273004530747	20.83970234461201	20.31460414600944	20.09072647217356	20.597298487051443	19.064470985398902	20.0356444527796	19.987898090382394
P07099	1	EPHX1	0.9888	20.549805867334083	20.561603144105753	NA	21.157168949081314	20.888506072077238	21.805842207344362	20.77570908610633	NA	20.917273534535592	19.27445426036873	20.345404566496043	20.549805867334083
P07237	10	P4HB	1.0	24.42507094128373	24.527538532733004	23.254755629868566	24.594514474533554	24.39754288425387	24.24452716205175	24.65812577788858	24.837215903591737	24.69478576614101	23.50892217848423	24.22636476163514	24.42507094128373
P07339	1	CTSD	0.9976	21.655351750962538	22.085888574024736	NA	21.923740440891667	20.477764483461183	21.434232022988056	21.954924320318938	NA	21.316420032492616	21.437317915686005	21.378618676664928	21.655351750962538
P07355	2	ANXA2	1.0	23.29603365500338	23.567400509115316	24.075648304984586	24.357372930502837	25.106607269711894	24.09801849122972	23.267615210761413	25.05464100999571	23.47060170322966	22.731014154839936	23.20295519271615	23.29603365500338
P07686	1	HEXB	0.9817	18.30958931532158	18.412263685426847	NA	18.267328043988773	NA	17.697375427350142	18.436797693369776	NA	18.08834487841762	17.99759886323503	17.631161633919593	18.30958931532158
P07814	1	EPRS1	0.9821	20.432572993321806	20.373318416563702	NA	20.62289926259818	20.627283758111435	20.273109276574534	20.77679406679982	20.532474487315252	20.706488264076352	21.196352236374523	21.089321922182357	20.432572993321806
P07900	6	HSP90AA1	0.9999	23.7559700006314	24.30089536334974	NA	22.992851671012367	22.368008369597014	22.13325394526297	23.443665320808023	22.458756836039566	23.013911723168782	23.027656775679624	22.08314204789574	23.7559700006314
P07910	3	HNRNPC	0.9968	24.861535541228385	25.085649941251027	NA	24.48691421860278	25.121643768519395	23.358640343391084	25.438350352567806	NA	23.99434892539592	23.2592958688548	24.231971712340112	24.861535541228385
P07919	2	UQCRH	1.0	23.98598912222066	23.547014867256674	21.862726168655726	22.54158075735168	23.365990777032554	25.447797710071242	23.758641793448206	23.94798876183029	23.835389067007036	25.288677861061966	25.446615093328962	23.98598912222066
P07954	2	FH	0.9919	22.74544570105968	23.072985895583386	NA	21.998339849973494	23.29258081882972	22.122909030944278	22.604759889542688	22.551137776385048	23.39238979158752	22.38602396905013	22.167937366447568	22.74544570105968
P08238	1	HSP90AB1	0.9876	17.984491613103035	NA	NA	19.1403314603847	NA	18.61087090207593	NA	NA	17.610439080826993	NA	NA	17.984491613103035
P08559	12	PDHA1	1.0	26.210229793129017	24.857752546376513	NA	25.865898719153282	25.29740995829249	25.9169976528682	25.106108395364043	26.157176580745475	26.53870951410245	28.94297349056509	25.82957966522951	26.210229793129017
P08670	13	VIM	1.0	26.374624430315894	27.039734805998858	28.059407589859816	26.33015551386027	26.89146641873	25.792384872543277	26.068841056301714	26.029049676959872	25.638421603982053	25.846006943304815	25.386166398140695	26.374624430315894
P09001	2	MRPL3	0.9942	19.961922036058358	19.52380520122124	NA	20.10269843826006	NA	19.8884376281606	19.66458028909314	20.34774932903428	20.33306373515319	21.694667452593457	20.13648706148448	19.961922036058358
P09012	1	SNRPA	0.9972	20.627752391559504	21.141165448337304	NA	19.328074786691612	NA	19.761698955722586	21.139255119339776	NA	19.542377750741124	19.532776350898246	19.589915018466645	20.627752391559504
P09234	1	SNRPC	0.99	19.34158819490886	19.504845671984903	NA	18.374599390583317	19.208785454500894	19.255639181793477	20.042274204764347	NA	19.029421056817124	19.13920163865353	19.044369077184818	19.34158819490886
P09382	2	LGALS1	0.9954	21.69344136060545	21.967140574033923	NA	21.52083441834503	NA	21.84509120799645	21.661603998988063	NA	20.99385590734361	21.488944626354087	21.100346643586523	21.69344136060545
P09496	1	CLTA	0.9997	21.348729234661562	21.101612892258444	NA	20.12611620381441	20.214364950955826	21.556499712499807	22.10317395305292	NA	20.543365698950144	20.604884128601228	22.503131576559277	21.348729234661562
P09543	2	CNP	0.9897	18.081198576432644	18.329000627333922	NA	17.39345675153698	NA	17.548722839495966	18.149707208162628	18.388283992657676	17.50801641810741	17.412691561966387	17.54543876578971	18.081198576432644
P09622	15	DLD	1.0	25.421867924002402	24.12245210849005	25.45757678264146	24.906745561086204	25.297557492704804	24.887369728497372	23.76956170508134	26.738981361196167	25.187740823898956	28.64614076947542	25.289959905571536	25.421867924002402
P09874	3	PARP1	0.9991	21.47460975756913	21.30103488958405	NA	20.985496345230402	NA	20.554962442859512	21.376831393127045	22.643466779989662	21.463540599892003	22.49422226257673	21.512011468084978	21.47460975756913
P0C0S5	1	H2AZ1	0.9885	18.481598079966176	18.651033727398236	NA	NA	19.17345953279045	18.82913761328225	18.663229554658344	18.607278906346	17.78950084361277	17.658021877330818	18.732134044793828	18.481598079966176
P0C0S8	3	H2AC11	0.9986	24.714582139120928	25.834284392637155	25.638749890529592	24.417747297079018	25.856640585535466	24.402552050638832	24.82618146868575	25.704350452415945	23.324131982353734	23.163858547759865	23.93336836978837	24.714582139120928
P0DMV8	3	HSPA1A	1.0	21.98340403799436	22.170486395988835	22.701708467333784	21.092689651105413	22.04731943186367	21.690880157247133	22.925041339322433	21.77054898109356	21.783853953434807	20.019148822091136	21.76574321174038	21.98340403799436
P0DPI2	1	GATD3	0.9635	19.967585823734414	20.511588844198375	NA	20.494330005451914	19.967585823734414	19.930660322981034	20.250463961076104	18.644036123249084	20.026342362503456	19.390752286322936	19.660383976507195	19.967585823734414
P10412	3	H1-4	1.0	23.913749402971586	23.275666608007313	23.7234463117401	23.519648347741725	23.145701841305655	24.747121231243728	24.004828139139732	24.434766016073954	23.659886266716118	22.53145778103712	25.364049989644474	23.913749402971586
P10515	5	DLAT	0.9989	24.24331873950165	22.779519484473028	24.29208161626102	25.168717092556314	23.671903972750634	24.7775897593027	23.24539539090497	25.580614776999337	25.176995985019577	26.223164271808923	23.679750418023406	24.24331873950165
P10599	2	TXN	0.9981	22.935846034315784	22.89693769406896	NA	22.901901393597193	NA	23.247084902488208	23.12550580632424	NA	22.891738056823858	22.402214334410296	22.561669820295247	22.935846034315784
P10606	1	COX5B	0.9997	22.100845943893795	21.509174610137165	NA	22.449362606874647	22.892069773785543	23.669375902118787	21.47240025488077	22.488486677183904	22.568495587152093	22.468921425101517	22.810452198187097	22.100845943893795
P10809	22	HSPD1	1.0	28.21610853055304	28.14638632297298	27.13970110794268	27.736511616867492	28.406444386737608	28.525644371249005	28.21879240798181	27.815216079038905	29.31736222681454	28.89156446431054	28.013797643553783	28.21610853055304
P11021	11	HSPA5	1.0	26.10760144169709	26.568711532150132	26.308817240649418	26.120532909930613	26.752366725314843	26.489852393083595	26.2575127300784	25.691103123114353	25.9143075770265	25.144429403778073	25.796301199659837	26.10760144169709
P11142	3	HSPA8	0.9994	22.074058170118196	22.540915464352555	NA	20.85128916638374	21.32701327960929	21.9239257915979	21.724137936869486	22.31365163999549	21.598628361171283	21.045066167097172	21.8917312426791	22.074058170118196
P11169	1	SLC2A3	0.975	15.695068734023216	15.902743229383042	NA	16.742811175855547	NA	15.751201843285708	15.73674881324469	NA	15.473590993143338	15.357405997071185	15.14494608195875	15.695068734023216
P11177	1	PDHB	0.9595	19.802504374587347	18.90031276000204	NA	18.23997639573466	18.956078270734444	18.08498911800456	18.727266484253434	19.28244355673169	20.643262227728577	21.986501732259566	18.70367917429648	19.802504374587347
P11940	4	PABPC1	0.992	22.97137659184612	23.131166548660044	NA	22.511950150933696	22.503605454131442	22.65057031037595	22.976948761360074	NA	22.64867490597481	22.6718136509921	23.220328541805184	22.97137659184612
P12236	6	SLC25A6	0.9999	25.93724396685262	25.978487774427347	24.89761354277666	25.740109635723794	26.200888355509107	26.471496843469254	25.589936063087226	25.088696178186826	26.679335519839444	25.608270655173875	26.2844236947408	25.93724396685262
P13010	2	XRCC5	0.9975	17.25485664472893	16.796361822590363	17.55998030797055	17.29688270247615	18.68946827627043	17.454078067349105	17.097277030133558	19.04003786199213	17.007132524634645	17.057886641417138	17.4422309679561	17.25485664472893
P13639	2	EEF2	0.9999	21.63128438469351	21.99518185438131	NA	21.598882796943148	NA	20.85852932879538	22.009350728047558	21.627292158428375	21.615316354655477	20.421649990165868	20.477638530101128	21.63128438469351
P13645	5	KRT10	1.0	25.729506688857576	26.001074020731537	26.174032828589958	26.664319086263692	27.985608377110562	26.878879666170143	25.82051822997033	27.79490964661534	25.89968408063418	25.828128933326585	25.50953785857685	25.729506688857576
P13647	2	KRT5	0.9996	21.31561933088063	21.33535287940901	22.54634392161206	22.589169997986513	23.332633614948705	21.975474309048185	20.96331066820956	22.603067372696742	21.509826504345636	21.51713740439027	21.8863483245643	21.31561933088063
P13667	2	PDIA4	0.9989	22.070909620803924	22.53493031742095	NA	21.590942107901526	22.777293890133475	21.65044740723903	22.407628285721156	22.29819424085159	21.566826131964017	20.67828909729826	21.09446187516822	22.070909620803924
P13804	2	ETFA	0.9787	24.227553056022785	24.468215548150962	NA	25.141646096950794	23.516238493957374	23.51260316898564	24.353791289445915	NA	23.936634798745317	23.00063978202709	23.29401754597934	24.227553056022785
P14314	1	PRKCSH	0.9945	19.923535392963707	20.365394948493407	20.335476375880255	19.523508403000637	20.557708105651102	20.014590386848003	20.196855327075408	NA	20.049443523140773	20.0878562073702	19.251365442549663	19.923535392963707
P14618	2	PKM	0.991	22.24109071113625	22.695098417525713	NA	22.515098709321496	22.777041330022133	22.81277907224565	22.512561493892388	21.96372779376293	22.250217182368825	21.81608903993698	22.073779150819803	22.24109071113625
P14625	6	HSP90B1	1.0	23.27915139099258	23.41628223981229	25.13996792381067	22.532741043594722	23.800758267392553	23.210506466464356	23.50950013942101	24.92412461430506	23.539004793945015	22.706231834482455	22.284028484378744	23.27915139099258
P14854	2	COX6B1	0.9829	23.843703397882177	23.20665892177986	NA	23.476371425091177	24.372976606232825	26.17203743573723	23.599617332571885	24.260389866919883	23.31694495990008	24.644549961513984	24.97504947653248	23.843703397882177
P14866	1	HNRNPL	0.9925	20.74052193605281	21.25646673399571	NA	20.68837318993732	NA	19.840563818533525	21.09893455607158	NA	19.87228998231929	18.43695876032084	19.045116291582207	20.74052193605281
P15311	2	EZR	0.9996	22.891827876344255	23.128609689236644	NA	22.65529895006365	23.06812641619616	23.06668184433933	22.995559983227917	23.05838847731566	22.928583998640768	23.210028292118437	23.19071974295053	22.891827876344255
P15531	1	NME1	0.9938	17.46695168653069	17.567772109404782	17.117896778100075	16.503406609556	17.076020612195947	16.543886581636578	17.575552713533988	17.091446009245942	17.547309221146605	16.584845299232487	19.113728612524653	17.46695168653069
P16615	2	ATP2A2	0.9992	23.028878142613646	23.199197797265757	23.79961388546305	23.47688003803912	24.318976458544537	23.793178295350508	22.833195122926593	23.589392741934216	23.24815766349957	22.907726378180115	23.13413088807638	23.028878142613646
P17844	2	DDX5	0.9976	20.664783457140864	20.634248627915333	NA	20.744647701463666	NA	19.52046835424391	20.234313587734896	NA	20.29250713445834	20.996228752373383	20.048040726028745	20.664783457140864
P18124	1	RPL7	0.935	19.961716890879813	20.152637211382796	NA	19.961716890879813	19.943007232922586	20.131463371732185	20.046044028333874	18.843609342808342	20.347795907355128	20.065783843699375	20.36231835813501	19.961716890879813
P18621	3	RPL17	0.9941	22.605228183821676	21.721587559746215	22.0147995194786	21.686504377299315	21.84585099110096	23.439861626283815	22.880494438871782	22.989365084235484	23.573724853702043	23.210928809182967	24.436700733522343	22.605228183821676
P19338	11	NCL	1.0	25.564392886018013	26.284388675598745	26.195963103239485	25.801290401423856	26.69931082752937	23.506742718140345	25.727248458467837	25.657175900560972	23.70894516805341	23.51343851965703	24.035360583536562	25.564392886018013
P19388	1	POLR2E	0.9987	19.694986517984994	19.65009318697719	NA	19.840794792806744	NA	19.690618679071164	19.879971618578015	NA	19.21155121645732	19.54420748406081	19.369743317512345	19.694986517984994
P20618	1	PSMB1	0.9839	15.948840669395734	15.94984104054793	NA	15.87879568098944	NA	15.126232751499371	16.106603950748458	NA	15.989631054982631	16.36208646890023	15.168358609883914	15.948840669395734
P20674	2	COX5A	0.9913	22.65423761002321	22.15046031491501	21.695946098678306	22.51422774205928	22.133829001274837	24.66438144169899	22.728971538138527	22.940676578930606	22.458792817270947	23.234276973832337	23.460946373933954	22.65423761002321
P20700	6	LMNB1	1.0	24.485364334692143	24.91854091446605	24.26572547302255	24.35704704316757	24.909926549371047	24.183365231087453	25.0787997899246	24.602141492891256	24.116361197923197	24.039851395060065	23.83904973615597	24.485364334692143
P21333	3	FLNA	0.9991	22.28335240587199	22.592182812704788	NA	22.423562639674707	22.62158526980213	22.22413349781031	22.603720256456885	22.833458371488057	21.78842417175117	20.968789096533204	21.595122639763257	22.28335240587199
P21796	7	VDAC1	1.0	26.629049388907784	25.841473245093017	24.199536271750144	25.635725917145347	25.886515882942778	29.173366891284275	25.445139368328604	26.30092904047917	25.954432579153906	26.44955782595679	28.38337423216776	26.629049388907784
P22314	1	UBA1	0.9928	18.94661116417262	18.323618239653058	NA	NA	NA	NA	18.557519944649332	NA	18.091510425588833	NA	18.182561434165038	18.94661116417262
P22626	3	HNRNPA2B1	1.0	22.646672702662332	21.447058269893038	22.435085487790094	22.520725933238136	21.517600002780103	22.147419664108618	23.43034576137203	23.528019011323625	22.494964360426142	22.17213774054848	22.380696105717238	22.646672702662332
P23193	1	TCEA1	0.9629	18.081752258598577	18.457783585568826	NA	18.43678991918633	18.93712617780794	17.997012386379822	18.540876800928498	NA	18.004399694374307	17.63418808491528	17.727056882596884	18.081752258598577
P23246	4	SFPQ	0.9957	24.12882708278007	24.601342531811014	NA	23.553379663649242	NA	23.070127497452358	24.200026489959395	NA	23.071885842404136	23.335967960952097	23.743031526259454	24.12882708278007
P23284	1	PPIB	0.998	15.77036951221866	16.346714417011576	NA	15.311261729639279	15.69830302515021	15.58408499217717	15.963141266562225	15.548101612154063	15.643253107589548	15.991624939308805	15.580176134547076	15.77036951221866
P23396	3	RPS3	0.99	20.589797893770456	20.343938418837798	NA	20.86082011356425	20.790538136196712	20.141970424267203	20.274408348364712	NA	21.373196861830895	20.93994643465188	20.39193936025378	20.589797893770456
P23528	2	CFL1	1.0	22.528212374480287	22.729888651364583	NA	21.328887960762103	21.908816836980765	21.885024070473907	22.873777017673817	NA	22.19599659700524	23.161444611885255	21.947601282651863	22.528212374480287
P23588	2	EIF4B	0.9992	20.26187953474751	19.624759035032962	NA	NA	NA	19.92058938617247	20.467442181918187	NA	19.804099287425743	19.36670988896734	19.08318546733867	20.26187953474751
P25705	12	ATP5F1A	1.0	25.397852524292865	24.654117228045322	24.621997821254965	25.072843049045655	25.52111424664115	25.203625150496766	24.541041826300482	25.258892246344992	26.60051308973234	27.338981442915763	25.81258101027222	25.397852524292865
P25788	1	PSMA3	0.9854	20.776114211589558	21.12560609260297	NA	20.73088294391308	NA	20.11647165233357	20.88107275023059	NA	20.511014528327824	20.133125482428664	19.201897403301032	20.776114211589558
P26368	1	U2AF2	0.9998	21.996041331439155	22.447032678697013	NA	21.782426359251467	NA	19.80147230731474	21.82676268399444	NA	20.032729810631395	NA	19.949773032491645	21.996041331439155
P26373	3	RPL13	0.9999	22.434459994033038	21.187481357069576	21.264747121699966	21.84663805535811	21.665584679674584	23.95841200046553	22.39805406588191	22.06433328247827	23.024696087222104	22.291700805281124	24.718257784596375	22.434459994033038
P27797	3	CALR	0.9996	23.1087169572708	23.18297044255536	NA	23.55706933333557	23.373188519637516	23.216483878562055	23.357641488846046	23.681586739003848	23.493183473713714	23.14598965149436	22.666902569516882	23.1087169572708
P27824	3	CANX	1.0	22.944447364097318	22.857185450228684	24.186884380443505	23.512754361762276	23.428586799609757	23.015178598859766	22.969940456247688	23.896834230740964	23.420757391651968	22.885505089110566	23.492422397981795	22.944447364097318
P28066	1	PSMA5	0.9812	20.477932637147845	20.25345026009831	NA	20.291086248432798	18.95777493291177	19.31018593622176	20.357353993657632	18.90864305894144	21.389528709956178	22.171969672522295	20.95902127764789	20.477932637147845
P28072	1	PSMB6	0.9847	19.493390697400546	19.52271585918763	NA	20.024549046789286	19.212250868278744	19.534000205635245	19.995754046201625	19.530595452966416	20.18560479704196	20.067458987076797	20.049543172084686	19.493390697400546
P28838	1	LAP3	0.9642	19.839634898953243	19.62548971599909	NA	19.562338290234504	20.595463827932445	20.90188014980931	19.96886675659553	21.226894497251294	20.190871309054852	20.531786610976297	NA	19.839634898953243
P29401	1	TKT	0.9926	17.602056921132917	16.74727130637699	19.04502162844666	18.647812404291457	19.41082613198095	18.42221403997014	17.319094584954748	18.319508296641644	17.583318259052604	17.623119408483074	17.19750489869329	17.602056921132917
P30048	1	PRDX3	0.9908	25.50287064246542	25.303835530447664	NA	25.672416481158084	25.35844980338922	27.292761374639795	25.42703176493547	25.285249820974993	25.805489011630296	25.384923937987256	26.348970927134847	25.50287064246542
P30101	5	PDIA3	1.0	23.290919013236053	23.495835827136137	23.757932526432498	23.450894701790908	23.70350790738635	22.75148686398792	23.404641068290275	24.105165934511117	23.26272976064059	22.33629620664547	22.36944379746821	23.290919013236053
P30405	2	PPIF	0.9962	23.327035949362905	23.3899080111899	NA	23.712846102266877	22.749982750126307	23.615261842375915	23.363431944980043	23.152810882031957	23.79382261594652	23.64046214213572	23.601955811600057	23.327035949362905
P31040	2	SDHA	0.999	21.81538847334524	21.99682806761692	NA	21.784448021614814	22.06742007205485	21.939991410200918	21.854588445036367	19.744927270280566	21.934258902536346	22.069563705741704	22.23622184941307	21.81538847334524
P31153	1	MAT2A	0.9519	17.35615342211252	17.570002312496133	NA	17.27475790921039	16.4591626125016	16.865501872576978	17.74395859078249	NA	17.536867150252423	17.150280235707662	16.762916658862764	17.35615342211252
P31327	4	CPS1	1.0	23.62385731216478	23.996474696849575	NA	23.177366548873778	23.975635557948618	23.723718945423872	23.320684122836195	23.307280946250664	23.96284751186067	23.691774313196095	23.187402041352208	23.62385731216478
P31930	2	UQCRC1	0.9812	22.30486626625043	22.13984517965825	23.629327352311815	22.44137232644555	24.107345541038253	22.266333440323862	22.046891505719834	24.057511392606166	22.815787173918135	22.792550559256643	22.469407149001537	22.30486626625043
P31943	2	HNRNPH1	1.0	23.605274128162925	24.036263262919892	NA	23.8558374266901	NA	21.69446186155394	23.642785963299335	NA	22.015741515451815	20.342879330128234	22.532194228827912	23.605274128162925
P31948	1	STIP1	0.9766	20.659044714287	20.951743173255146	NA	21.548083816616845	NA	19.948027108130592	20.536875585017697	NA	20.42587118914443	19.266557590079803	20.144091048661032	20.659044714287
P31949	1	S100A11	0.9478	21.559759526209657	21.636916884866906	NA	20.84939763216838	20.99813967872808	21.953346067325654	21.872850114981894	NA	21.436303356231956	21.46432798979466	21.792203842064737	21.559759526209657
P32119	1	PRDX2	0.9911	20.257580949923668	20.42009832953964	NA	20.29902355890872	20.121739221372195	20.409614587868315	20.802224110754022	NA	20.291805160476358	19.37860228780514	20.022575268346063	20.257580949923668
